time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
13:47:51:941,-2.0655,-1.2892,-0.7012,2.534
13:47:51:955,-1.6881,-0.3668,0.4480,1.785
13:47:51:961,-1.6464,-0.1307,0.8762,1.870
13:47:51:972,-1.1656,0.3104,1.4781,1.908
13:47:51:985,-0.7024,0.4016,1.7170,1.898
13:47:51:996,-0.1820,1.6397,2.7312,3.191
13:47:52:001,-0.0368,2.3172,3.8422,4.487
13:47:52:011,1.2312,3.2369,5.0483,6.122
13:47:52:021,2.9042,2.8328,5.1979,6.594
13:47:52:037,4.5067,1.9741,5.5880,7.445
13:47:52:042,4.4674,2.0264,5.9276,7.694
13:47:52:052,2.6335,3.6755,7.2677,8.559
13:47:52:061,-0.7199,5.9328,6.8494,9.090
13:47:52:076,-2.7316,5.9348,2.0388,6.844
13:47:52:085,-2.8990,5.8288,0.2133,6.513
13:47:52:092,-3.3712,5.1283,-1.8941,6.423
13:47:52:102,-8.3186,3.6525,-3.4640,9.723
13:47:52:115,-9.3137,-0.3973,-4.9546,10.557
13:47:52:122,-7.5566,-1.8703,-4.7721,9.131
13:47:52:133,-4.5326,-4.1156,-3.8168,7.215
13:47:52:141,-2.6522,-5.1887,-2.9431,6.528
13:47:52:156,-1.2066,-5.5801,-2.3891,6.189
13:47:52:162,-1.0108,-5.5963,-2.3254,6.144
13:47:52:172,-0.8111,-5.5036,-2.5920,6.137
13:47:52:186,-0.8744,-5.0403,-3.2043,6.036
13:47:52:196,-1.0635,-3.2468,-4.4786,5.633
13:47:52:202,-1.1781,-2.3253,-4.7368,5.407
13:47:52:212,-1.7272,0.1727,-5.3087,5.585
13:47:52:221,-2.3541,2.2067,-5.1858,6.108
13:47:52:237,-2.5467,4.5929,-3.2516,6.177
13:47:52:241,-2.3529,3.8782,-2.1142,5.005
13:47:52:253,-1.6195,0.9686,-0.6304,1.990
13:47:52:262,-0.8604,-0.8895,-0.0116,1.238
13:47:52:277,0.2721,-0.5465,-0.1146,0.621
13:47:52:285,0.7489,-0.0248,-0.5132,0.908
13:47:52:291,1.9383,0.5713,-1.2412,2.371
13:47:52:302,3.0375,0.4705,-1.8443,3.585
13:47:52:316,3.7098,-0.5197,-2.2720,4.381
13:47:52:321,3.7353,-0.8340,-2.1757,4.402
13:47:52:335,3.4282,-1.1799,-1.8924,4.090
13:47:52:341,2.9001,-1.2210,-1.5966,3.529
13:47:52:356,2.1813,-1.2783,-0.8029,2.653
13:47:52:361,2.0941,-1.2233,-0.4392,2.465
13:47:52:371,2.3688,-1.0707,0.1131,2.602
13:47:52:387,2.8978,-0.6943,0.4798,3.018
13:47:52:397,3.0366,-0.2194,0.9159,3.179
13:47:52:402,2.6994,-0.1197,1.0706,2.906
13:47:52:411,1.6827,-0.0556,1.3341,2.148
13:47:52:421,1.1504,-0.1208,1.4851,1.882
13:47:52:435,1.0440,-0.0314,1.5403,1.861
13:47:52:442,0.9602,0.0302,1.5364,1.812
13:47:52:452,0.7157,0.0628,1.4393,1.609
13:47:52:461,0.4629,-0.1152,1.3420,1.424
13:47:52:475,0.0643,-0.3794,1.3510,1.405
13:47:52:481,-0.0482,-0.4191,1.4076,1.469
13:47:52:491,-0.1429,-0.3812,1.5286,1.582
13:47:52:504,-0.2240,-0.3357,1.9471,1.988
13:47:52:517,-0.4619,-0.1511,3.0985,3.136
13:47:52:521,-0.6677,-0.0879,3.5182,3.582
13:47:52:532,-0.3288,-0.2153,3.7313,3.752
13:47:52:541,0.3666,-0.3468,2.8632,2.907
13:47:52:556,0.7732,-0.2860,1.0924,1.369
13:47:52:561,0.7848,-0.2436,0.7013,1.080
13:47:52:572,0.8704,-0.1741,0.1929,0.908
13:47:52:585,0.9988,-0.1112,0.2536,1.036
13:47:52:596,1.3420,0.1752,0.6175,1.488
13:47:52:606,1.4941,0.3259,0.8544,1.752
13:47:52:611,1.7043,0.5929,1.2046,2.170
13:47:52:621,1.7728,0.8870,1.4580,2.461
13:47:52:636,1.6320,1.3342,1.6230,2.660
13:47:52:641,1.4523,1.6556,1.5131,2.672
13:47:52:652,0.5357,2.8595,1.1173,3.116
13:47:52:661,0.2087,5.1876,0.4963,5.216
13:47:52:676,0.1601,7.0460,0.1764,7.050
13:47:52:685,-0.1579,6.6875,0.2717,6.695
13:47:52:692,-0.9016,4.5219,0.6806,4.661
13:47:52:701,-1.6610,2.6707,0.9280,3.279
13:47:52:716,-2.3713,1.8042,0.9048,3.114
13:47:52:721,-2.4891,1.6438,0.7998,3.088
13:47:52:732,-2.6281,1.4846,0.6399,3.086
13:47:52:741,-2.7197,1.2619,0.4104,3.026
13:47:52:756,-2.7053,0.1406,-0.0654,2.710
13:47:52:761,-2.7021,-0.4611,-0.2490,2.752
13:47:52:771,-3.1798,-1.9358,-0.3999,3.744
13:47:52:787,-5.4934,-3.2940,-0.3502,6.415
13:47:52:796,-6.2857,-4.5040,-0.3379,7.740
13:47:52:805,-5.2198,-4.5879,-0.4391,6.963
13:47:52:811,-3.2987,-4.3038,-0.5924,5.455
13:47:52:822,-2.5255,-3.4597,-0.8166,4.361
13:47:52:835,-2.4886,-0.6263,-0.9681,2.743
13:47:52:841,-2.6881,0.4568,-1.1170,2.947
13:47:52:851,-3.0145,0.6262,-1.5642,3.453
13:47:52:861,-3.0088,-0.0703,-2.1375,3.691
13:47:52:876,-2.9064,-0.2172,-2.5159,3.850
13:47:52:885,-2.6226,-0.1202,-2.8631,3.885
13:47:52:892,-2.0245,-0.0566,-3.1184,3.718
13:47:52:904,-1.4519,0.0354,-3.3702,3.670
13:47:52:915,-0.3195,0.1403,-1.3582,1.402
13:47:52:921,0.3812,0.3683,0.0761,0.535
13:47:52:933,1.8275,0.9846,5.3788,5.765
13:47:52:941,2.8631,1.0068,7.9486,8.508
13:47:52:956,2.5886,-0.3928,4.4634,5.175
13:47:52:962,2.2893,-0.6811,2.7985,3.679
13:47:52:972,1.6982,-0.9131,0.5553,2.006
13:47:52:986,1.5316,-0.8473,-0.9187,1.977
13:47:52:996,0.9829,-1.2466,-2.0889,2.624
13:47:53:001,0.8055,-1.3426,-2.3713,2.842
13:47:53:011,0.4918,-1.6104,-2.7855,3.255
13:47:53:021,0.4465,-1.6169,-2.8110,3.273
13:47:53:035,-0.9238,-2.6371,-3.2231,4.266
13:47:53:041,-1.1496,-2.8053,-3.2368,4.435
13:47:53:052,-1.2467,-2.8671,-3.0787,4.388
13:47:53:061,-1.1084,-2.8399,-2.9523,4.244
13:47:53:075,-1.0568,-2.7725,-2.6459,3.975
13:47:53:086,-1.1003,-2.8184,-2.4458,3.891
13:47:53:091,-1.1831,-2.8466,-2.0930,3.726
13:47:53:101,-1.1879,-2.7561,-1.6738,3.436
13:47:53:116,-1.3637,-2.5124,-0.9777,3.021
13:47:53:121,-1.3626,-2.3431,-0.5798,2.772
13:47:53:135,-1.2313,-1.7742,0.1789,2.167
13:47:53:141,-1.1046,-0.8252,0.9729,1.688
13:47:53:156,-0.5943,1.0272,2.6171,2.874
13:47:53:161,-0.5737,1.5574,3.6269,3.989
13:47:53:172,0.1988,1.9244,4.1815,4.607
13:47:53:185,1.4597,1.9663,4.1254,4.798
13:47:53:195,3.6106,3.4881,6.5160,8.226
13:47:53:206,3.5138,3.4347,6.6432,8.263
13:47:53:211,5.6213,2.0579,9.4782,11.210
13:47:53:221,4.8443,1.5539,10.1014,11.310
13:47:53:236,0.4703,3.7759,9.7377,10.455
13:47:53:241,-0.8049,4.7170,8.6586,9.893
13:47:53:253,-5.4651,4.5627,3.8671,8.102
13:47:53:261,-9.1418,3.7568,-0.7606,9.913
13:47:53:276,-6.1869,4.7851,-3.2893,8.485
13:47:53:285,-5.6020,5.0201,-3.8106,8.432
13:47:53:292,-5.3509,3.3846,-4.9178,8.017
13:47:53:301,-5.2377,-0.1932,-5.3795,7.511
13:47:53:316,-2.5908,-4.4086,-4.8409,7.041
13:47:53:322,-1.7309,-4.8517,-4.6752,6.956
13:47:53:335,-0.5001,-4.9848,-4.5748,6.784
13:47:53:341,0.2336,-4.7364,-4.1685,6.314
13:47:53:356,0.7016,-4.2618,-3.8656,5.796
13:47:53:361,0.8202,-3.9609,-3.8848,5.608
13:47:53:373,0.9739,-3.3075,-3.9850,5.270
13:47:53:385,0.8019,-2.5105,-4.0335,4.818
13:47:53:395,0.0971,-0.3870,-4.0788,4.098
13:47:53:401,-0.2530,0.8644,-4.2536,4.348
13:47:53:411,-0.7228,2.7261,-4.4352,5.256
13:47:53:421,-0.4119,3.2695,-4.2265,5.359
13:47:53:436,0.6814,1.1619,-4.2524,4.461
13:47:53:440,1.1466,0.2304,-4.2101,4.370
13:47:53:451,1.5609,-0.8676,-3.9764,4.359
13:47:53:462,1.7356,-0.6370,-3.6741,4.113
13:47:53:477,1.4523,0.2884,-3.0253,3.368
13:47:53:484,1.2506,0.2312,-2.5349,2.836
13:47:53:491,1.0296,0.1293,-1.5154,1.837
13:47:53:505,0.9186,-0.0565,-0.7642,1.196
13:47:53:515,1.8103,0.2915,0.3712,1.871
13:47:53:523,2.0816,0.4364,0.6580,2.226
13:47:53:535,2.6204,0.5182,1.1945,2.926
13:47:53:541,2.8319,0.2191,1.4739,3.200
13:47:53:556,2.8131,-0.0728,1.6094,3.242
13:47:53:561,2.7502,-0.0473,1.6352,3.200
13:47:53:571,2.5318,-0.0344,1.6191,3.005
13:47:53:587,2.4203,0.0093,1.5569,2.878
13:47:53:597,2.2761,-0.0913,1.8826,2.955
13:47:53:604,2.1306,-0.0995,3.4314,4.040
13:47:53:612,2.0597,-0.2074,6.9378,7.240
13:47:53:621,2.5663,-0.2453,7.9187,8.328
13:47:53:637,2.5291,-0.2256,8.1537,8.540
13:47:53:641,2.4277,1.0778,-0.1704,2.662
13:47:53:653,1.6527,0.6256,-0.5680,1.856
13:47:53:662,1.6643,-0.8425,0.5426,1.943
13:47:53:676,2.0562,-0.3758,1.3811,2.505
13:47:53:686,2.0776,0.0494,1.4523,2.535
13:47:53:691,1.8208,0.2824,1.6506,2.474
13:47:53:704,1.2990,-0.0761,1.7768,2.202
13:47:53:717,1.0152,-0.3528,1.7153,2.024
13:47:53:721,0.8952,-0.2462,1.5253,1.786
13:47:53:732,0.6996,-0.0531,1.2212,1.408
13:47:53:741,0.4779,-0.0840,1.1100,1.211
13:47:53:755,-0.0259,0.0162,0.9089,0.909
13:47:53:761,-0.2439,0.1560,0.7451,0.799
13:47:53:770,-0.3494,0.5144,0.4289,0.755
13:47:53:781,0.3813,1.1466,0.2645,1.237
13:47:53:795,0.7929,1.8855,0.2172,2.057
13:47:53:801,0.7493,2.0088,0.2826,2.163
13:47:53:810,0.6337,2.1064,0.4983,2.255
13:47:53:820,0.5406,2.1566,0.6706,2.322
13:47:53:836,0.2421,3.4045,0.7300,3.490
13:47:53:840,0.0591,4.4209,0.5668,4.457
13:47:53:850,-0.1811,5.9723,0.3580,5.986
13:47:53:860,0.0150,5.1826,0.6634,5.225
13:47:53:874,0.0617,3.6184,1.1986,3.812
13:47:53:880,-0.0655,3.5212,1.0027,3.662
13:47:53:891,0.1034,2.9808,0.5418,3.031
13:47:53:912,0.3322,1.7611,0.2068,1.804
13:47:53:914,0.3271,-0.6062,-0.0070,0.689
13:47:53:920,0.2192,-1.1786,-0.1031,1.203
13:47:53:932,0.1561,-1.9408,-0.1422,1.952
13:47:53:940,0.1780,-2.4347,-0.1776,2.448
13:47:53:955,-0.1824,-3.1113,-0.1744,3.122
13:47:53:960,-0.3399,-3.2675,-0.2931,3.298
13:47:53:970,-0.5476,-3.4042,-0.5120,3.486
13:47:53:985,-0.7311,-3.1013,-0.7697,3.278
13:47:53:994,-1.3374,-1.0488,-0.3604,1.737
13:47:54:006,-1.7604,-0.7814,-0.6999,2.049
13:47:54:011,-2.6871,0.0973,-1.1270,2.915
13:47:54:020,-3.3441,1.2130,-1.2827,3.781
13:47:54:036,-3.3764,1.2439,-0.9627,3.725
13:47:54:040,-2.4298,0.8388,-0.9265,2.732
13:47:54:051,-0.8819,0.5378,-0.9281,1.389
13:47:54:061,0.0075,0.7111,-0.8474,1.106
13:47:54:075,0.8480,1.1024,-0.4710,1.468
13:47:54:080,1.2442,0.9072,-0.4984,1.618
13:47:54:092,1.8293,0.2037,-0.6112,1.939
13:47:54:105,1.8684,-0.3222,-0.7572,2.042
13:47:54:116,0.6424,-0.7753,-0.8164,1.296
13:47:54:120,0.6944,-0.7002,-1.0223,1.420
13:47:54:133,0.5448,-1.1300,-1.3604,1.851
13:47:54:141,0.5710,-1.2219,-1.3921,1.938
13:47:54:155,0.3702,-1.1621,-1.4903,1.926
13:47:54:160,0.2583,-1.1883,-1.6832,2.077
13:47:54:171,0.1202,-1.2711,-2.0152,2.386
13:47:54:182,-0.0051,-1.3526,-2.3268,2.691
13:47:54:195,-0.1384,-1.5131,-2.7162,3.112
13:47:54:203,-0.1748,-1.4827,-2.7948,3.169
13:47:54:210,-0.1537,-1.4246,-2.8270,3.169
13:47:54:223,-0.1430,-1.2835,-2.7015,2.994
13:47:54:234,-0.2200,-1.0686,-2.3201,2.564
13:47:54:240,-0.3197,-0.9856,-2.1019,2.343
13:47:54:251,-0.4155,-0.9678,-1.7745,2.064
13:47:54:261,-0.4888,-0.9510,-1.4493,1.801
13:47:54:275,-0.5539,-0.8051,-1.1584,1.516
13:47:54:281,-0.6814,-0.8603,-1.0187,1.497
13:47:54:290,-0.6954,-0.9210,-0.8439,1.430
13:47:54:312,-0.5244,-1.0402,-0.7205,1.370
13:47:54:316,-0.4411,-0.8237,-0.6325,1.128
13:47:54:320,-0.4106,-0.5897,-0.4753,0.862
13:47:54:330,-0.2954,-0.0651,-0.4051,0.506
13:47:54:340,-0.1700,0.9641,-0.1269,0.987
13:47:54:355,0.7773,2.5330,1.7392,3.169
13:47:54:360,1.1604,2.3093,2.7689,3.788
13:47:54:371,1.6890,1.5140,4.7285,5.244
13:47:54:383,1.4377,1.1575,5.9384,6.219
13:47:54:395,0.2849,0.2332,7.2032,7.213
13:47:54:402,-0.2846,-0.3122,6.8268,6.840
13:47:54:411,-1.7057,-1.1277,5.5342,5.900
13:47:54:424,-3.1746,-0.9444,4.7695,5.807
13:47:54:435,-3.3315,0.1028,3.3387,4.718
13:47:54:440,-2.5102,0.4885,2.3396,3.466
13:47:54:451,-1.6192,1.9376,0.0492,2.526
13:47:54:461,-1.8230,3.5829,-1.8207,4.413
13:47:54:474,-3.9325,3.9372,-3.2002,6.419
13:47:54:481,-4.9438,2.6912,-3.9308,6.865
13:47:54:490,-4.5170,0.6517,-4.9723,6.749
13:47:54:507,-2.7103,-0.4430,-5.2694,5.942
13:47:54:516,-0.3444,-0.6811,-5.0743,5.131
13:47:54:520,0.1219,-0.5371,-4.9016,4.932
13:47:54:530,0.0980,-0.5651,-4.7835,4.818
13:47:54:540,0.8446,-0.4568,-5.0918,5.182
13:47:54:555,1.2848,-0.5515,-4.5993,4.807
13:47:54:559,1.4588,-0.3782,-4.3335,4.588
13:47:54:570,2.1882,0.5849,-3.7665,4.395
13:47:54:580,3.2071,1.6556,-3.0193,4.706
13:47:54:594,4.7551,2.2351,-1.9295,5.597
13:47:54:602,5.0522,1.8724,-1.5071,5.595
13:47:54:611,5.0262,1.8656,-1.5119,5.570
13:47:54:621,4.2226,-0.1427,-0.8993,4.320
13:47:54:634,2.9535,-0.1117,-1.1519,3.172
13:47:54:640,2.6239,-0.2146,-1.0997,2.853
13:47:54:650,2.3721,-0.6740,-1.1007,2.700
13:47:54:660,2.4751,-0.9839,-0.9839,2.839
13:47:54:675,3.0042,-0.5595,-0.9004,3.186
13:47:54:683,3.1355,-0.3683,-0.8893,3.280
13:47:54:690,2.8014,-0.6976,-0.9799,3.049
13:47:54:706,2.3063,-0.9494,-1.0290,2.698
13:47:54:715,1.9746,-0.6598,-1.0330,2.324
13:47:54:721,1.8308,-0.6152,-0.9002,2.131
13:47:54:732,1.5500,-0.7745,-0.6952,1.867
13:47:54:740,1.2116,-0.6370,-0.4664,1.446
13:47:54:754,0.8338,-0.2073,-0.0654,0.862
13:47:54:760,0.7029,-0.0751,0.1643,0.726
13:47:54:771,0.5151,0.0108,0.4624,0.692
13:47:54:782,0.4004,0.0172,0.7528,0.853
13:47:54:795,0.2760,0.0112,1.1587,1.191
13:47:54:801,0.2282,0.0147,1.3619,1.381
13:47:54:811,0.3552,0.0591,1.5878,1.628
13:47:54:820,0.6856,0.1591,1.9989,2.119
13:47:54:834,0.7738,0.4136,4.1135,4.206
13:47:54:841,0.8562,0.4258,4.8761,4.969
13:47:54:850,1.1334,0.3943,4.6135,4.767
13:47:54:860,1.4109,0.7011,3.0321,3.417
13:47:54:876,1.9181,0.4500,0.1569,1.976
13:47:54:884,1.9612,0.3537,-0.3384,2.021
13:47:54:891,1.9038,0.0166,-0.7679,2.053
13:47:54:902,1.6267,-0.2349,-0.2657,1.665
13:47:54:916,1.0629,0.3402,0.9623,1.474
13:47:54:920,0.9817,0.6047,1.3787,1.797
13:47:54:933,0.9084,1.1250,1.9200,2.404
13:47:54:940,0.7476,1.8390,2.1760,2.946
13:47:54:955,0.3268,2.4315,1.9757,3.150
13:47:54:961,0.2250,2.4585,1.9298,3.134
13:47:54:972,0.2340,2.1188,1.9397,2.882
13:47:54:983,0.2569,1.6613,1.9487,2.574
13:47:54:995,0.4762,1.2972,1.5057,2.044
13:47:55:002,0.7703,1.4522,1.1520,2.007
13:47:55:013,1.0887,2.6158,0.4099,2.863
13:47:55:022,0.9142,4.6593,-0.3227,4.759
13:47:55:034,1.0646,4.1656,-0.7744,4.369
13:47:55:040,1.0954,4.1579,-0.8518,4.383
13:47:55:051,1.7628,1.4821,0.0564,2.304
13:47:55:060,2.0562,1.8721,0.3467,2.802
13:47:55:074,2.3331,0.7223,0.7262,2.548
13:47:55:083,2.4480,-0.2579,0.7193,2.564
13:47:55:092,2.5178,-1.7491,0.8364,3.178
13:47:55:105,2.0555,-2.1168,1.0118,3.119
13:47:55:115,1.6009,-2.0574,1.1235,2.839
13:47:55:120,0.9710,-2.4393,1.0241,2.818
13:47:55:131,-0.4334,-2.3061,1.1575,2.616
13:47:55:140,-1.4974,-0.8426,1.4905,2.275
13:47:55:155,-0.4838,1.2205,1.6736,2.127
13:47:55:160,0.6625,1.9159,1.1719,2.342
13:47:55:170,1.8549,3.4889,0.3498,3.967
13:47:55:181,1.5476,4.0360,-0.7467,4.387
13:47:55:195,0.7653,1.8563,-2.3762,3.111
13:47:55:201,0.5866,1.0351,-2.9824,3.211
13:47:55:211,1.1124,0.3674,-3.4274,3.622
13:47:55:221,1.7882,0.1961,-3.3803,3.829
13:47:55:236,2.2906,-0.1307,-2.4285,3.341
13:47:55:239,2.2831,-0.0848,-2.3321,3.265
13:47:55:251,2.3650,-0.0752,-2.2282,3.250
13:47:55:260,2.4392,-0.1907,-2.3641,3.402
13:47:55:275,2.4771,-0.1134,-2.2721,3.363
13:47:55:280,2.3544,-0.0844,-2.4085,3.369
13:47:55:291,2.1066,0.0124,-2.4889,3.261
13:47:55:306,1.8463,0.0070,-2.6137,3.200
13:47:55:316,1.7968,-0.0978,-3.0031,3.501
13:47:55:320,1.8121,-0.1761,-3.1477,3.636
13:47:55:331,1.6933,-0.3399,-3.2237,3.657
13:47:55:340,1.4426,-0.3696,-3.0306,3.377
13:47:55:356,0.8420,-0.4472,-2.1790,2.378
13:47:55:360,0.5726,-0.4942,-1.7087,1.869
13:47:55:370,0.1670,-0.5744,-1.1373,1.285
13:47:55:380,-0.2661,-0.7693,-0.8083,1.147
13:47:55:395,-0.7752,-1.2024,-1.0197,1.757
13:47:55:402,-0.8772,-1.4115,-1.1616,2.028
13:47:55:411,-1.1988,-1.7616,-1.3168,2.505
13:47:55:420,-1.5725,-1.8701,-1.1985,2.721
13:47:55:434,-2.2956,-1.5082,-0.7649,2.851
13:47:55:440,-2.5662,-1.4011,-0.5391,2.973
13:47:55:451,-2.6739,-1.1337,-0.1891,2.910
13:47:55:460,-1.7582,-1.0105,-0.1524,2.034
13:47:55:475,-1.6181,-0.5305,-0.0414,1.703
13:47:55:482,-2.1017,-0.2631,0.1772,2.126
13:47:55:491,-2.5300,0.8355,1.4896,3.052
13:47:55:501,-1.6241,1.0286,3.3190,3.836
13:47:55:518,0.2790,-0.4760,4.4681,4.502
13:47:55:520,0.6051,-0.6719,4.9434,5.025
13:47:55:531,1.0905,-1.0921,5.2955,5.516
13:47:55:540,1.3788,-1.5123,4.9212,5.330
13:47:55:555,0.9901,-1.5820,5.1225,5.452
13:47:55:561,0.6702,-1.6066,5.3952,5.669
13:47:55:571,0.4389,-1.8835,4.8967,5.265
13:47:55:580,0.4625,-1.2101,3.2696,3.517
13:47:55:595,-0.0798,2.3654,1.1843,2.647
13:47:55:601,-0.5916,3.6019,0.0979,3.651
13:47:55:611,-2.8771,4.5170,-2.6497,5.975
13:47:55:620,-5.1548,4.0752,-4.3147,7.861
13:47:55:635,-5.6982,1.8846,-6.0627,8.531
13:47:55:640,-4.7841,1.4954,-6.3714,8.107
13:47:55:650,-2.6797,0.7914,-6.4121,6.994
13:47:55:661,-1.0773,0.5179,-6.0207,6.138
13:47:55:675,-0.3389,1.3052,-5.1955,5.368
13:47:55:682,-0.3300,1.6473,-4.9990,5.274
13:47:55:691,-0.2089,2.0674,-4.7595,5.193
13:47:55:701,0.1784,1.8417,-4.2354,4.622
13:47:55:721,1.5515,0.7898,-3.4900,3.900
13:47:55:723,2.3964,0.3025,-3.0533,3.893
13:47:55:730,3.8123,-0.2794,-2.2172,4.419
13:47:55:740,4.9854,-0.5389,-1.6951,5.293
13:47:55:755,5.6499,-0.5403,-1.5721,5.889
13:47:55:760,5.4863,-0.4763,-1.5078,5.710
13:47:55:770,4.8838,-0.2873,-1.2620,5.052
13:47:55:780,4.0348,-0.1485,-0.9472,4.147
13:47:55:794,2.9027,0.1882,-0.7571,3.006
13:47:55:801,2.7015,-0.0062,-0.5806,2.763
13:47:55:811,2.9702,-0.1979,-0.1460,2.980
13:47:55:820,3.1418,-0.0281,0.2876,3.155
13:47:55:834,2.6013,-0.0062,0.3452,2.624
13:47:55:840,2.3848,-0.0358,0.2759,2.401
13:47:55:850,2.1150,0.0134,-0.0349,2.115
13:47:55:860,1.9787,0.0789,-0.2612,1.997
13:47:55:875,1.6779,0.1113,-0.3902,1.726
13:47:55:883,1.5086,0.0681,-0.2530,1.531
13:47:55:890,1.2683,-0.0506,-0.0134,1.269
13:47:55:901,0.8714,-0.2424,0.2754,0.946
13:47:55:921,0.4412,-0.3352,0.6345,0.842
13:47:55:922,0.2686,-0.3629,0.8723,0.982
13:47:55:937,0.0945,-0.4600,1.5129,1.584
13:47:55:940,-0.0909,-0.4899,2.4369,2.487
13:47:55:955,-0.3906,-0.6173,3.5294,3.604
13:47:55:960,-0.5016,-0.6551,3.7477,3.837
13:47:55:970,-0.5562,-0.6775,3.4020,3.513
13:47:55:981,-0.1817,-0.4459,1.8062,1.869
13:47:55:996,0.3185,-0.3525,-0.2421,0.533
13:47:56:001,0.3124,-0.3947,-0.5190,0.723
13:47:56:010,0.2784,-0.5677,-0.6008,0.872
13:47:56:021,0.4453,-0.5405,-0.0673,0.704
13:47:56:052,0.5426,-0.2100,0.9493,1.113
13:47:56:055,0.5105,-0.1049,1.2679,1.371
13:47:56:056,0.5432,0.0283,1.8164,1.896
13:47:56:060,0.7408,0.0307,2.1550,2.279
13:47:56:074,0.8455,0.1695,2.3400,2.494
13:47:56:080,0.7799,0.2664,2.2863,2.430
13:47:56:090,0.7210,0.4247,2.1048,2.265
13:47:56:099,0.6312,0.6492,1.7860,2.002
13:47:56:118,0.7099,1.0084,1.3756,1.847
13:47:56:120,0.7533,1.1377,1.2694,1.864
13:47:56:134,0.6340,1.4625,1.1068,1.941
13:47:56:140,0.5144,1.9614,0.9240,2.228
13:47:56:154,0.6117,2.2988,0.9454,2.560
13:47:56:160,0.7306,2.3191,1.1062,2.671
13:47:56:171,0.8687,2.1761,1.4453,2.753
13:47:56:182,1.0318,1.8617,1.6367,2.685
13:47:56:195,1.2834,1.8106,1.4092,2.629
13:47:56:201,1.3966,1.6999,1.1568,2.486
13:47:56:210,1.6792,1.9281,0.5865,2.623
13:47:56:223,2.0576,3.1921,0.1610,3.801
13:47:56:236,2.7624,4.6350,-0.5847,5.427
13:47:56:240,3.0497,3.5264,-0.4285,4.682
13:47:56:250,2.7800,1.6237,0.2260,3.227
13:47:56:260,1.4265,1.6295,0.8217,2.316
13:47:56:274,1.2797,1.5428,1.3745,2.430
13:47:56:281,1.3661,1.0463,1.3598,2.193
13:47:56:291,1.2715,-0.0165,1.1555,1.718
13:47:56:302,0.8848,-0.9782,0.9434,1.622
13:47:56:319,0.2509,-1.5319,0.6924,1.700
13:47:56:321,-0.0664,-1.5654,0.5419,1.658
13:47:56:333,-0.4262,-1.5550,0.3701,1.654
13:47:56:340,-0.8389,-1.3614,0.1249,1.604
13:47:56:355,-1.6131,-0.6489,-0.1107,1.742
13:47:56:360,-1.8935,-0.3673,-0.3110,1.954
13:47:56:371,-2.3005,-0.0870,-0.6391,2.389
13:47:56:382,-2.7933,-0.0297,-1.0691,2.991
13:47:56:395,-4.9114,-0.7356,-0.9253,5.052
13:47:56:400,-5.1720,-1.1519,-0.9542,5.384
13:47:56:411,-2.7648,-1.2874,-0.8574,3.168
13:47:56:420,-0.7758,-0.8983,-0.8606,1.466
13:47:56:435,-0.6889,0.1372,-0.8390,1.094
13:47:56:440,-1.1125,0.4786,-0.9836,1.560
13:47:56:450,-1.8600,0.7419,-0.9130,2.201
13:47:56:460,-1.8726,0.4821,-0.5667,2.015
13:47:56:475,-0.2437,-0.1501,-0.2404,0.374
13:47:56:481,0.4723,-0.3763,-0.3713,0.709
13:47:56:490,1.3866,-0.8408,-0.3287,1.655
13:47:56:500,1.6293,-1.0657,0.1967,1.957
13:47:56:519,1.1934,-0.9286,0.4980,1.592
13:47:56:521,1.0560,-0.7212,0.1832,1.292
13:47:56:535,0.8043,-0.6354,-0.1420,1.035
13:47:56:540,0.7274,-0.6970,-0.9232,1.366
13:47:56:556,0.5555,-0.8709,-1.9583,2.214
13:47:56:560,0.5205,-0.9020,-2.1970,2.431
13:47:56:570,0.1560,-1.0567,-2.3361,2.569
13:47:56:582,-0.2101,-1.1780,-2.3432,2.631
13:47:56:595,-0.5649,-1.4054,-2.1933,2.665
13:47:56:600,-0.7943,-1.6644,-2.1301,2.818
13:47:56:610,-1.0899,-1.9972,-2.0649,3.073
13:47:56:620,-1.3414,-2.2235,-1.9268,3.234
13:47:56:636,-1.4735,-2.4882,-1.6366,3.323
13:47:56:640,-1.4001,-2.5036,-1.5616,3.266
13:47:56:651,-1.1628,-2.4347,-1.4873,3.081
13:47:56:660,-1.2727,-2.3780,-1.1822,2.945
13:47:56:674,-1.2704,-2.3699,-0.7292,2.786
13:47:56:683,-1.3230,-2.4230,-0.6270,2.831
13:47:56:691,-1.1680,-2.0512,0.1781,2.367
13:47:56:701,-0.9655,-1.5667,0.8030,2.008
13:47:56:718,-0.3509,-0.7734,0.6473,1.068
13:47:56:721,-0.0473,-0.2682,0.2452,0.366
13:47:56:734,0.9771,2.6150,0.4504,2.828
13:47:56:740,2.0398,4.4721,2.4518,5.493
13:47:56:755,1.9242,2.4230,5.5560,6.359
13:47:56:761,1.2308,1.2385,6.7006,6.924
13:47:56:771,0.0128,0.2550,9.1609,9.164
13:47:56:781,0.0313,0.3334,8.9278,8.934
13:47:56:796,-2.1493,-0.5901,7.5935,7.914
13:47:56:801,-2.5615,-0.4746,6.7165,7.204
13:47:56:810,-4.0161,-0.1994,6.1618,7.358
13:47:56:824,-3.9097,0.5346,3.8888,5.540
13:47:56:835,-3.2129,1.7882,-0.9140,3.789
