time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
166.539200,0.0186,-0.0130,0.0443,0.050
166.547792,0.0347,-0.0297,0.0366,0.059
166.556005,0.0286,-0.0173,0.0431,0.055
166.563664,-0.0015,-0.0170,0.0254,0.031
166.579073,-0.0288,-0.0142,-0.0159,0.036
166.583389,-0.0386,0.0029,-0.0256,0.046
166.593986,-0.0477,0.0052,-0.0444,0.065
166.603302,-0.0179,-0.0043,-0.0390,0.043
166.619457,-0.0026,0.0342,-0.0049,0.035
166.623357,0.0126,0.0149,0.0124,0.023
166.633512,0.0244,0.0150,0.0458,0.054
166.645353,0.0241,0.0200,0.0480,0.057
166.665818,0.0209,0.0026,0.0259,0.033
166.667507,0.0176,0.0020,0.0134,0.022
166.675691,-0.0073,-0.0131,0.0104,0.018
166.685312,0.0016,-0.0087,0.0076,0.012
166.698882,-0.0275,-0.0040,0.0002,0.028
166.704853,-0.0201,-0.0113,0.0003,0.023
166.713697,-0.0055,0.0053,0.0148,0.017
166.723258,-0.0364,0.0098,-0.0138,0.040
166.738854,-0.0166,0.0072,-0.0206,0.027
166.749678,0.0056,0.0142,-0.0273,0.031
166.755842,-0.0130,0.0068,-0.0079,0.017
166.766763,0.0210,0.0091,-0.0099,0.025
166.779134,0.0116,0.0017,0.0261,0.029
166.782971,-0.0031,-0.0027,0.0331,0.033
166.795525,-0.0036,-0.0196,0.0256,0.032
166.803553,0.0083,-0.0267,0.0327,0.043
166.819234,0.0006,-0.0167,0.0228,0.028
166.825700,0.0002,-0.0018,-0.0062,0.006
166.835067,-0.0023,-0.0090,-0.0014,0.009
166.844404,-0.0144,-0.0038,-0.0039,0.015
166.864804,-0.0048,0.0079,0.0033,0.010
166.866031,-0.0286,0.0060,-0.0158,0.033
166.873551,-0.0047,0.0107,-0.0038,0.012
166.883184,-0.0115,-0.0013,-0.0036,0.012
166.898884,-0.0044,0.0035,0.0203,0.021
166.903001,-0.0046,0.0085,0.0106,0.014
166.913742,0.0099,0.0036,0.0203,0.023
166.924114,-0.0118,-0.0063,0.0226,0.026
166.940315,0.0097,-0.0086,0.0010,0.013
166.949547,0.0021,-0.0085,0.0056,0.010
166.953828,0.0142,-0.0037,0.0224,0.027
166.965539,-0.0052,0.0036,0.0174,0.019
166.978339,-0.0031,0.0060,-0.0067,0.009
166.983046,-0.0293,0.0059,0.0054,0.030
166.994127,-0.0218,0.0030,-0.0017,0.022
167.003430,-0.0163,-0.0020,0.0180,0.024
167.019069,-0.0040,-0.0188,0.0038,0.020
167.023810,0.0105,-0.0041,0.0015,0.011
167.034102,-0.0015,0.0031,0.0206,0.021
167.044519,0.0009,-0.0087,0.0134,0.016
167.067677,0.0033,-0.0038,0.0110,0.012
167.069174,0.0029,-0.0060,-0.0107,0.013
167.074005,-0.0067,-0.0108,0.0180,0.022
167.087152,0.0029,0.0155,0.0180,0.024
167.099802,-0.0090,0.0035,-0.0083,0.013
167.103245,-0.0041,0.0106,-0.0059,0.013
167.114733,-0.0256,0.0081,-0.0034,0.027
167.126513,-0.0016,0.0080,-0.0153,0.017
167.139455,-0.0013,-0.0090,0.0016,0.009
167.144505,0.0033,0.0055,0.0039,0.008
167.153618,0.0176,-0.0039,0.0134,0.022
167.166256,0.0030,-0.0037,0.0300,0.030
167.182879,-0.0020,-0.0203,0.0156,0.026
167.184488,0.0172,-0.0060,0.0012,0.018
167.194673,0.0191,0.0084,0.0177,0.027
167.203393,-0.0031,0.0133,0.0101,0.017
167.218644,-0.0205,-0.0061,-0.0095,0.023
167.223010,-0.0133,0.0035,-0.0023,0.014
167.233568,-0.0061,-0.0013,-0.0023,0.007
167.244337,0.0110,-0.0110,0.0171,0.023
167.265190,0.0396,0.0059,0.0481,0.063
167.266314,0.0219,0.0036,0.0571,0.061
167.274267,0.0207,0.0156,0.0324,0.042
167.283402,-0.0115,0.0128,0.0198,0.026
167.298798,-0.0122,-0.0023,-0.0117,0.017
167.303905,-0.0170,0.0067,-0.0477,0.051
167.313724,-0.0189,-0.0031,-0.0306,0.036
167.323622,-0.0378,-0.0103,-0.0281,0.048
167.339756,-0.0226,-0.0030,-0.0132,0.026
167.343821,-0.0196,-0.0027,-0.0104,0.022
167.353721,-0.0258,0.0262,-0.0242,0.044
167.363434,-0.0106,-0.0121,-0.0069,0.018
167.382756,0.0094,0.0095,0.0104,0.017
167.384094,0.0362,0.0023,0.0155,0.039
167.401646,0.0311,-0.0141,0.0368,0.050
167.403816,0.0088,-0.0091,0.0388,0.041
167.419017,0.0274,-0.0113,0.0456,0.054
167.423207,-0.0073,-0.0087,0.0209,0.024
167.433987,-0.0151,-0.0039,0.0014,0.016
167.444972,-0.0489,-0.0087,-0.0419,0.065
167.466036,-0.0578,0.0056,-0.0534,0.079
167.467283,-0.0492,0.0102,-0.0454,0.068
167.474084,-0.0091,-0.0043,-0.0299,0.032
167.483959,0.0163,0.0079,0.0021,0.018
167.499367,0.0289,0.0081,0.0456,0.055
167.503380,0.0285,0.0302,0.0430,0.060
167.514415,0.0328,0.0061,0.0427,0.054
167.524467,0.0342,-0.0017,0.0277,0.044
167.538601,0.0186,-0.0238,0.0029,0.030
167.546997,-0.0017,-0.0193,0.0142,0.024
167.554344,-0.0002,-0.0192,-0.0031,0.019
167.564850,-0.0152,0.0003,0.0037,0.016
167.582270,-0.0225,0.0075,-0.0107,0.026
167.583642,-0.0008,-0.0068,-0.0059,0.009
167.597815,-0.0078,0.0222,-0.0153,0.028
167.604864,-0.0005,0.0270,-0.0105,0.029
167.619194,0.0018,0.0054,-0.0153,0.016
167.623538,-0.0222,-0.0019,0.0206,0.030
167.633545,-0.0007,-0.0041,0.0086,0.010
167.644390,0.0064,-0.0184,0.0253,0.032
167.667665,0.0230,-0.0157,0.0252,0.038
167.669278,0.0080,-0.0200,0.0272,0.035
167.673690,0.0218,-0.0124,0.0197,0.032
167.683688,-0.0196,-0.0072,0.0192,0.028
167.698874,-0.0153,0.0051,-0.0050,0.017
167.702898,-0.0174,0.0193,-0.0192,0.032
167.713352,-0.0096,-0.0023,-0.0164,0.019
167.723937,-0.0262,0.0143,-0.0187,0.035
167.739760,-0.0254,0.0069,-0.0182,0.032
167.743973,-0.0150,0.0186,-0.0129,0.027
167.753596,-0.0143,-0.0010,0.0115,0.018
167.766738,-0.0112,-0.0011,0.0143,0.018
167.784442,-0.0109,-0.0179,0.0121,0.024
167.786036,0.0014,-0.0273,0.0267,0.038
167.793700,-0.0034,0.0038,0.0266,0.027
167.804484,0.0014,-0.0126,0.0267,0.029
167.819007,0.0036,-0.0026,0.0098,0.011
167.823437,-0.0106,-0.0075,0.0027,0.013
167.834820,-0.0033,0.0092,-0.0092,0.013
167.844652,-0.0079,0.0258,0.0053,0.027
167.865934,-0.0055,0.0041,-0.0115,0.013
167.867284,-0.0127,0.0137,-0.0019,0.019
167.873867,-0.0173,0.0062,0.0030,0.019
167.883686,-0.0004,0.0132,0.0199,0.024
167.899742,0.0141,-0.0087,0.0175,0.024
167.903341,0.0140,-0.0016,0.0294,0.033
167.913977,-0.0128,-0.0066,0.0004,0.014
167.924053,-0.0009,0.0005,0.0171,0.017
167.939593,0.0016,0.0125,-0.0044,0.013
167.942862,0.0041,0.0005,0.0100,0.011
167.953995,-0.0154,-0.0047,0.0146,0.022
167.963752,-0.0058,0.0024,0.0099,0.012
167.982404,-0.0177,0.0047,-0.0069,0.020
167.986760,-0.0272,-0.0026,-0.0140,0.031
167.996384,-0.0146,0.0141,-0.0112,0.023
168.004436,0.0146,-0.0029,-0.0037,0.015
168.019416,0.0269,0.0187,0.0300,0.044
168.024227,0.0026,0.0022,0.0274,0.028
168.034058,0.0164,-0.0292,0.0294,0.045
168.043543,0.0061,0.0022,0.0194,0.020
168.067863,0.0149,0.0140,0.0189,0.028
168.069143,0.0046,0.0138,0.0017,0.015
168.073858,-0.0176,0.0205,0.0061,0.028
168.088371,-0.0154,-0.0061,-0.0108,0.020
168.099373,0.0014,-0.0090,-0.0252,0.027
168.103001,0.0136,-0.0094,-0.0035,0.017
168.113927,0.0182,-0.0046,0.0180,0.026
168.123633,0.0157,0.0027,0.0538,0.056
168.138796,0.0125,0.0150,0.0294,0.035
168.143761,0.0095,0.0005,0.0290,0.030
168.154308,-0.0055,-0.0071,-0.0073,0.012
168.163272,-0.0106,-0.0050,-0.0195,0.023
168.184478,-0.0297,-0.0148,-0.0434,0.055
168.185646,-0.0219,-0.0002,-0.0406,0.046
168.200454,-0.0259,-0.0192,-0.0210,0.039
168.203448,-0.0394,0.0125,-0.0061,0.042
168.219232,-0.0143,0.0152,-0.0173,0.027
168.223531,-0.0109,0.0105,-0.0047,0.016
168.234826,0.0188,0.0153,-0.0017,0.024
168.243179,0.0141,0.0130,0.0342,0.039
168.260932,0.0428,-0.0115,0.0318,0.055
168.263552,0.0252,-0.0138,0.0361,0.046
168.274328,0.0193,-0.0112,0.0354,0.042
168.283926,0.0158,-0.0183,0.0275,0.037
168.300503,-0.0117,-0.0085,0.0125,0.019
168.303609,-0.0337,-0.0037,-0.0142,0.037
168.313175,-0.0335,-0.0108,-0.0308,0.047
168.323404,-0.0545,-0.0108,-0.0472,0.073
168.339040,-0.0029,0.0158,-0.0344,0.038
168.343843,-0.0139,0.0040,-0.0266,0.030
168.353862,-0.0035,0.0163,0.0242,0.029
168.363263,0.0184,0.0093,0.0435,0.048
168.382476,0.0135,0.0047,0.0435,0.046
168.383863,0.0322,-0.0073,0.0432,0.054
168.397641,0.0073,-0.0244,0.0306,0.040
168.403411,0.0281,-0.0122,0.0206,0.037
168.418963,-0.0280,-0.0144,0.0127,0.034
168.423066,-0.0380,-0.0212,0.0005,0.044
168.433476,-0.0188,0.0082,-0.0018,0.021
168.445283,-0.0018,0.0199,-0.0112,0.023
168.467145,-0.0182,0.0125,-0.0134,0.026
168.468439,-0.0249,0.0170,-0.0155,0.034
168.473760,0.0045,-0.0025,-0.0127,0.014
168.485815,-0.0094,0.0095,-0.0005,0.013
168.498624,0.0051,-0.0072,0.0020,0.009
168.503041,0.0003,-0.0214,0.0116,0.024
168.513605,0.0148,-0.0111,0.0308,0.036
168.524095,0.0147,-0.0156,0.0260,0.034
168.538553,0.0047,-0.0248,0.0449,0.051
168.545322,0.0064,-0.0122,0.0157,0.021
168.553644,-0.0060,-0.0095,0.0131,0.017
168.567339,-0.0136,-0.0017,-0.0039,0.014
168.580061,-0.0114,0.0179,-0.0160,0.027
168.583195,-0.0184,0.0201,-0.0207,0.034
168.594045,-0.0179,0.0173,-0.0036,0.025
168.603437,-0.0149,0.0121,-0.0032,0.019
168.618992,-0.0099,0.0022,-0.0031,0.011
168.623115,-0.0141,-0.0150,0.0044,0.021
168.633531,-0.0019,-0.0220,0.0069,0.023
168.645379,0.0031,-0.0167,0.0167,0.024
168.667403,-0.0018,0.0074,0.0118,0.014
168.668793,-0.0091,-0.0021,0.0046,0.010
168.673391,0.0150,0.0051,0.0166,0.023
168.683875,0.0075,-0.0043,0.0093,0.013
168.699135,-0.0019,-0.0021,-0.0002,0.003
168.703288,-0.0141,0.0172,0.0020,0.022
168.713522,-0.0332,0.0098,-0.0123,0.037
168.723596,-0.0087,0.0047,0.0048,0.011
168.738877,-0.0156,-0.0003,0.0098,0.018
168.745083,0.0039,-0.0148,-0.0044,0.016
168.754427,0.0133,0.0165,0.0314,0.038
168.767093,0.0013,0.0021,0.0122,0.012
168.780409,-0.0156,-0.0097,0.0026,0.019
168.783023,-0.0156,-0.0217,0.0265,0.038
168.795339,0.0059,-0.0116,0.0122,0.018
168.803241,0.0105,-0.0017,0.0025,0.011
168.818849,-0.0064,0.0130,0.0239,0.028
168.822917,-0.0186,0.0153,0.0118,0.027
168.833350,-0.0018,0.0176,-0.0169,0.024
168.845426,-0.0305,0.0104,-0.0097,0.034
168.867997,-0.0228,0.0122,-0.0046,0.026
168.869425,-0.0199,0.0021,-0.0067,0.021
168.873448,0.0094,0.0090,0.0152,0.020
168.882988,0.0049,-0.0081,0.0393,0.040
168.898547,-0.0049,0.0112,0.0080,0.015
168.903178,-0.0123,-0.0103,0.0031,0.016
168.913856,0.0331,0.0064,0.0031,0.034
168.924998,0.0040,0.0227,0.0172,0.029
168.938862,-0.0202,0.0175,0.0122,0.029
168.944949,-0.0083,0.0075,0.0026,0.012
168.953318,-0.0154,0.0119,-0.0165,0.026
168.966685,-0.0103,-0.0081,-0.0020,0.013
168.982685,0.0159,-0.0034,0.0410,0.044
168.984645,0.0229,-0.0175,0.0409,0.050
168.994851,0.0272,-0.0175,0.0574,0.066
169.003384,0.0117,-0.0051,0.0351,0.037
169.018650,-0.0204,-0.0050,-0.0014,0.021
169.022858,-0.0303,-0.0050,-0.0135,0.034
169.033454,-0.0274,-0.0007,-0.0396,0.048
169.044950,-0.0241,-0.0077,-0.0342,0.043
169.059153,-0.0136,-0.0050,-0.0145,0.021
169.063510,-0.0201,0.0075,-0.0140,0.026
169.073516,-0.0265,0.0174,0.0008,0.032
169.083742,-0.0235,0.0103,-0.0108,0.028
169.098840,-0.0012,0.0197,0.0041,0.020
169.103402,-0.0053,0.0218,0.0044,0.023
169.113769,0.0119,0.0046,0.0239,0.027
169.123358,0.0357,-0.0076,0.0453,0.058
169.139635,0.0256,-0.0269,0.0450,0.058
169.143935,0.0030,-0.0077,0.0372,0.038
169.153584,-0.0074,-0.0149,0.0271,0.032
169.163221,-0.0176,-0.0196,-0.0068,0.027
169.183094,-0.0393,-0.0098,-0.0404,0.057
169.184260,-0.0386,-0.0095,-0.0400,0.056
169.195896,-0.0278,0.0197,-0.0464,0.058
169.203278,0.0023,0.0150,-0.0288,0.033
169.218609,0.0057,0.0342,0.0245,0.042
169.223016,0.0012,0.0292,0.0414,0.051
169.234403,0.0322,0.0023,0.0438,0.054
169.246033,0.0171,-0.0006,0.0433,0.047
169.259686,0.0307,-0.0083,0.0308,0.044
169.263329,0.0200,-0.0231,0.0254,0.040
169.273550,0.0166,-0.0113,0.0079,0.022
169.283214,-0.0156,-0.0159,0.0097,0.024
169.298929,-0.0065,0.0177,-0.0145,0.024
169.303206,-0.0259,-0.0016,-0.0075,0.027
169.313764,-0.0161,0.0124,-0.0313,0.037
169.323225,-0.0207,0.0074,-0.0264,0.034
169.339371,-0.0057,0.0145,-0.0117,0.019
169.344496,-0.0243,0.0215,-0.0042,0.033
169.353982,0.0169,0.0093,0.0177,0.026
169.363300,0.0096,-0.0267,0.0176,0.033
169.385016,0.0093,-0.0312,0.0534,0.063
169.386125,0.0063,-0.0331,0.0290,0.044
169.399626,0.0031,-0.0346,0.0214,0.041
169.404094,0.0073,-0.0097,0.0091,0.015
169.419066,-0.0170,-0.0089,-0.0031,0.019
169.423098,-0.0051,0.0013,0.0041,0.007
169.435025,-0.0170,0.0159,-0.0007,0.023
169.446012,-0.0168,-0.0010,-0.0197,0.026
169.459554,-0.0044,0.0040,-0.0242,0.025
169.464377,-0.0086,0.0113,0.0000,0.014
169.473629,0.0033,-0.0056,0.0048,0.008
169.485193,-0.0040,0.0088,0.0167,0.019
169.500911,-0.0043,-0.0197,0.0165,0.026
169.503069,0.0101,-0.0095,0.0189,0.023
169.513346,0.0075,0.0003,0.0404,0.041
169.523366,0.0117,-0.0042,0.0232,0.026
169.539440,0.0157,0.0032,0.0180,0.024
169.551923,-0.0062,0.0007,0.0034,0.007
169.554512,-0.0065,0.0077,-0.0135,0.017
169.570509,0.0032,0.0122,-0.0087,0.015
169.583280,0.0029,0.0046,-0.0113,0.013
169.584617,-0.0137,0.0141,0.0080,0.021
169.594810,-0.0114,0.0117,0.0055,0.017
169.606329,-0.0043,-0.0050,-0.0017,0.007
169.618832,0.0196,-0.0144,0.0126,0.027
169.624655,0.0051,-0.0191,-0.0018,0.020
169.634218,-0.0094,-0.0239,-0.0019,0.026
169.645008,-0.0023,-0.0112,0.0220,0.025
169.659075,0.0121,-0.0256,0.0101,0.030
169.663335,0.0022,0.0112,0.0147,0.019
169.673453,-0.0076,0.0115,0.0122,0.018
169.684821,-0.0150,0.0188,-0.0024,0.024
169.699516,-0.0030,0.0258,-0.0023,0.026
169.702997,-0.0005,0.0137,-0.0119,0.018
169.713801,-0.0076,0.0272,-0.0071,0.029
169.723239,-0.0196,-0.0120,-0.0047,0.023
169.738922,0.0118,-0.0050,0.0218,0.025
169.745133,-0.0027,-0.0100,0.0217,0.024
169.753745,0.0067,-0.0099,0.0216,0.025
169.763507,-0.0031,-0.0074,0.0048,0.009
169.784270,-0.0031,-0.0003,0.0095,0.010
169.785360,-0.0032,0.0020,0.0094,0.010
169.808471,-0.0080,0.0091,-0.0025,0.012
169.809765,-0.0298,0.0041,-0.0146,0.033
169.819186,0.0020,0.0064,-0.0166,0.018
169.822686,0.0023,-0.0034,-0.0069,0.008
169.834027,0.0098,0.0036,0.0173,0.020
169.844943,0.0408,-0.0011,0.0388,0.056
169.858782,-0.0031,0.0086,0.0431,0.044
169.864731,-0.0012,-0.0035,0.0403,0.041
169.873385,-0.0040,0.0082,-0.0078,0.012
169.883201,-0.0209,-0.0139,-0.0247,0.035
169.899182,-0.0348,0.0073,-0.0387,0.053
169.903095,-0.0321,-0.0001,-0.0266,0.042
169.913315,-0.0262,-0.0097,-0.0020,0.028
169.924312,-0.0110,0.0001,-0.0038,0.012
169.938543,-0.0150,0.0099,-0.0201,0.027
169.944400,-0.0025,0.0244,-0.0054,0.025
169.953945,0.0100,0.0050,-0.0051,0.012
169.963492,0.0151,0.0288,0.0095,0.034
169.985397,0.0176,-0.0124,0.0358,0.042
169.986567,0.0124,-0.0169,0.0428,0.048
169.999392,0.0262,-0.0289,0.0376,0.054
170.003317,0.0085,-0.0165,0.0131,0.023
170.019192,-0.0090,-0.0330,-0.0041,0.034
170.023016,-0.0141,0.0010,-0.0066,0.016
170.034191,-0.0473,-0.0111,-0.0424,0.064
170.046091,-0.0418,-0.0012,-0.0443,0.061
170.059229,-0.0189,0.0136,-0.0124,0.026
170.064671,0.0012,0.0091,-0.0190,0.021
170.074051,0.0091,0.0094,0.0030,0.013
170.083433,0.0139,0.0096,0.0389,0.042
170.104978,0.0279,0.0029,0.0435,0.052
170.106344,0.0199,0.0077,0.0430,0.048
170.114966,0.0262,0.0073,0.0257,0.037
170.123003,-0.0082,-0.0267,0.0204,0.035
170.138921,-0.0042,-0.0267,0.0055,0.028
170.143142,-0.0334,-0.0121,-0.0067,0.036
170.153966,-0.0213,-0.0072,-0.0042,0.023
170.163846,-0.0376,0.0050,-0.0160,0.041
170.183291,-0.0058,0.0315,-0.0155,0.036
170.184375,-0.0003,0.0048,-0.0151,0.016
170.197363,-0.0019,0.0237,-0.0146,0.028
170.203086,-0.0041,0.0236,0.0047,0.024
170.218353,0.0105,0.0039,0.0216,0.024
170.222994,0.0078,-0.0034,0.0214,0.023
170.233226,0.0074,-0.0149,0.0355,0.039
170.244726,0.0117,-0.0484,0.0256,0.056
170.259460,-0.0008,-0.0216,0.0301,0.037
170.268679,0.0010,-0.0065,0.0273,0.028
170.273721,0.0004,-0.0059,0.0270,0.028
170.284901,-0.0189,-0.0056,-0.0018,0.020
170.298554,-0.0189,0.0045,-0.0257,0.032
170.303081,-0.0307,0.0235,-0.0233,0.045
170.313845,-0.0109,-0.0005,-0.0133,0.017
170.323335,-0.0173,-0.0077,-0.0128,0.023
170.338750,-0.0045,-0.0051,0.0021,0.007
170.345553,-0.0016,-0.0050,0.0072,0.009
170.353612,0.0081,-0.0118,0.0073,0.016
170.363174,0.0104,-0.0067,0.0192,0.023
170.386084,-0.0137,-0.0138,0.0311,0.037
170.387236,0.0125,-0.0163,0.0071,0.022
170.399965,0.0076,0.0057,0.0165,0.019
170.405484,-0.0115,0.0031,0.0046,0.013
170.418592,-0.0044,0.0104,0.0046,0.012
170.423173,0.0005,0.0054,0.0046,0.007
170.434509,0.0055,0.0220,-0.0025,0.023
170.443937,0.0079,0.0123,-0.0048,0.015
170.459161,0.0031,0.0124,0.0143,0.019
170.469366,-0.0116,0.0072,0.0165,0.021
170.474578,0.0073,-0.0218,0.0140,0.027
170.485246,-0.0004,-0.0362,-0.0007,0.036
170.498968,-0.0224,-0.0164,0.0038,0.028
170.503080,0.0087,-0.0158,0.0014,0.018
170.513241,-0.0033,0.0158,0.0253,0.030
170.523148,-0.0200,0.0086,0.0038,0.022
170.539355,-0.0174,0.0017,-0.0057,0.018
170.542995,-0.0125,0.0111,-0.0104,0.020
170.553701,0.0115,0.0230,-0.0127,0.029
170.563033,-0.0122,0.0249,0.0018,0.028
170.584779,-0.0073,-0.0018,-0.0053,0.009
170.586011,-0.0143,-0.0164,0.0019,0.022
170.593219,-0.0141,-0.0164,0.0021,0.022
170.603104,0.0077,-0.0044,0.0262,0.028
170.619129,0.0052,-0.0042,0.0070,0.010
170.623166,0.0028,-0.0090,0.0093,0.013
170.633133,0.0143,0.0151,0.0210,0.030
170.643617,-0.0031,-0.0018,0.0135,0.014
170.658977,-0.0370,-0.0044,0.0060,0.038
170.663005,-0.0489,0.0028,-0.0083,0.050
170.674932,-0.0124,0.0052,-0.0079,0.016
170.684780,0.0120,-0.0022,0.0187,0.022
170.698591,0.0119,0.0145,0.0282,0.034
170.703163,0.0286,0.0145,0.0449,0.055
170.713746,0.0185,0.0094,0.0351,0.041
170.723096,0.0035,0.0135,0.0131,0.019
170.739318,-0.0160,-0.0062,-0.0159,0.023
170.743464,-0.0233,-0.0165,-0.0208,0.035
170.753420,0.0011,0.0072,-0.0181,0.019
170.763468,-0.0273,0.0167,-0.0107,0.034
170.785680,-0.0317,0.0070,0.0039,0.033
170.786845,-0.0242,-0.0025,0.0041,0.025
170.794074,-0.0379,0.0237,-0.0099,0.046
170.803111,-0.0036,0.0305,0.0098,0.032
170.818611,0.0066,0.0153,0.0149,0.022
170.823107,0.0140,0.0076,0.0246,0.029
170.833523,0.0329,-0.0146,0.0388,0.053
170.845871,0.0370,-0.0267,0.0432,0.063
170.859641,0.0166,-0.0290,0.0448,0.056
170.863503,0.0035,-0.0071,0.0441,0.045
170.873699,0.0023,-0.0093,0.0146,0.017
170.883618,-0.0344,-0.0116,-0.0194,0.041
170.910641,-0.0296,-0.0042,-0.0265,0.040
170.911977,-0.0436,0.0027,-0.0455,0.063
170.913729,-0.0259,0.0055,-0.0377,0.046
170.923437,-0.0130,0.0201,0.0036,0.024
170.941325,0.0188,0.0153,0.0256,0.035
170.943739,0.0067,0.0179,0.0423,0.046
170.954474,0.0448,0.0107,0.0397,0.061
170.964051,0.0272,-0.0066,0.0296,0.041
170.979265,0.0167,-0.0141,0.0267,0.034
170.987339,-0.0130,-0.0216,0.0093,0.027
170.993307,-0.0113,-0.0241,-0.0055,0.027
171.002958,-0.0258,-0.0166,-0.0008,0.031
171.018661,-0.0137,-0.0065,-0.0127,0.020
171.023331,-0.0302,0.0032,-0.0053,0.031
171.034398,-0.0318,0.0277,-0.0096,0.043
171.044015,-0.0215,0.0203,-0.0092,0.031
171.058521,-0.0015,0.0200,-0.0015,0.020
171.063768,-0.0082,0.0029,-0.0060,0.011
171.073701,0.0065,-0.0068,0.0158,0.018
171.083385,0.0157,-0.0255,0.0299,0.042
171.099491,0.0083,-0.0012,0.0178,0.020
171.103447,0.0052,-0.0272,0.0270,0.039
171.113428,0.0049,-0.0269,0.0268,0.038
171.123372,-0.0001,-0.0145,0.0219,0.026
171.139146,0.0044,-0.0092,-0.0046,0.011
171.143295,-0.0078,0.0033,0.0000,0.009
171.154077,-0.0104,0.0086,0.0023,0.014
171.163490,-0.0413,0.0132,-0.0071,0.044
171.181431,-0.0173,0.0083,-0.0047,0.020
171.190042,-0.0361,0.0010,-0.0021,0.036
171.193489,-0.0257,0.0083,0.0032,0.027
171.205282,0.0109,0.0035,0.0084,0.014
171.219047,0.0016,-0.0037,0.0205,0.021
171.222950,0.0085,0.0107,0.0347,0.037
171.233196,0.0132,-0.0058,0.0323,0.035
171.243597,0.0151,0.0012,0.0200,0.025
171.258787,-0.0141,-0.0182,0.0078,0.024
171.263331,-0.0119,0.0034,-0.0067,0.014
171.274420,-0.0121,0.0226,0.0003,0.026
171.285213,-0.0240,0.0224,-0.0044,0.033
171.298639,0.0005,-0.0119,0.0079,0.014
171.303525,-0.0163,0.0071,0.0151,0.023
171.313344,-0.0184,0.0115,0.0056,0.022
171.323863,-0.0062,0.0040,0.0106,0.013
171.339859,-0.0180,-0.0106,0.0226,0.031
171.343924,-0.0081,-0.0228,0.0156,0.029
171.353655,-0.0010,-0.0107,0.0132,0.017
171.364897,0.0013,-0.0252,0.0179,0.031
171.379802,0.0180,-0.0098,0.0203,0.029
171.384276,0.0057,-0.0068,0.0201,0.022
171.394034,-0.0090,-0.0112,-0.0016,0.014
171.403916,-0.0138,0.0085,-0.0040,0.017
171.418501,-0.0186,0.0161,0.0031,0.025
171.424743,-0.0210,0.0136,-0.0112,0.027
171.433473,-0.0039,0.0063,0.0058,0.009
171.443861,-0.0013,0.0062,0.0274,0.028
171.459189,0.0057,0.0087,0.0202,0.023
171.463449,-0.0040,-0.0103,0.0153,0.019
171.473634,-0.0210,-0.0080,0.0151,0.027
171.483777,-0.0162,-0.0010,0.0055,0.017
171.502970,0.0005,-0.0010,0.0319,0.032
171.504260,-0.0234,0.0182,0.0199,0.036
171.517951,-0.0232,0.0063,-0.0207,0.032
171.523617,-0.0232,-0.0129,-0.0254,0.037
171.538541,0.0159,-0.0011,0.0086,0.018
171.542993,0.0134,-0.0036,0.0276,0.031
171.553381,0.0276,-0.0012,0.0443,0.052
171.564536,0.0032,0.0063,0.0727,0.073
171.580480,-0.0096,-0.0010,0.0100,0.014
171.589082,-0.0148,-0.0086,-0.0070,0.018
171.596516,-0.0334,0.0030,-0.0259,0.042
171.603122,-0.0352,0.0028,-0.0327,0.048
171.618952,-0.0392,0.0075,-0.0058,0.040
171.623744,-0.0381,-0.0165,-0.0004,0.042
171.634041,-0.0273,0.0030,-0.0068,0.028
171.643520,-0.0264,0.0032,-0.0063,0.027
171.659421,-0.0040,0.0294,0.0063,0.030
171.663378,0.0039,0.0121,0.0139,0.019
171.673807,0.0137,0.0021,0.0307,0.034
171.683296,0.0230,-0.0076,0.0473,0.053
171.702396,0.0127,-0.0174,0.0612,0.065
171.705146,0.0189,-0.0316,0.0535,0.065
171.721583,-0.0039,-0.0193,0.0431,0.047
171.723103,-0.0169,-0.0262,0.0138,0.034
171.739658,-0.0270,-0.0088,-0.0105,0.030
171.743502,-0.0533,0.0059,-0.0392,0.066
171.753732,-0.0381,-0.0178,-0.0411,0.059
171.764571,-0.0346,-0.0076,-0.0356,0.050
171.779325,0.0026,0.0004,0.0131,0.013
171.787412,0.0152,0.0179,0.0231,0.033
171.794162,0.0296,0.0064,0.0423,0.052
171.803619,0.0292,0.0164,0.0540,0.064
171.818606,0.0305,-0.0054,0.0509,0.060
171.822672,0.0245,-0.0031,0.0478,0.054
171.833316,0.0159,-0.0202,0.0229,0.034
171.843273,-0.0047,-0.0178,-0.0019,0.019
171.858558,-0.0247,-0.0032,0.0072,0.026
171.864280,-0.0250,0.0137,-0.0097,0.030
171.873784,-0.0295,0.0134,-0.0192,0.038
171.884887,-0.0292,0.0132,-0.0190,0.037
171.899351,-0.0074,0.0226,-0.0117,0.027
171.902949,0.0000,0.0198,-0.0139,0.024
171.914557,0.0074,0.0095,0.0054,0.013
171.923622,-0.0167,0.0069,0.0172,0.025
171.939013,-0.0145,-0.0123,0.0267,0.033
171.942962,-0.0073,-0.0291,0.0482,0.057
171.953824,-0.0003,-0.0146,0.0362,0.039
171.966191,0.0257,-0.0238,0.0360,0.050
171.979957,-0.0131,-0.0114,0.0117,0.021
171.989557,0.0057,-0.0110,0.0044,0.013
171.994290,-0.0041,-0.0011,-0.0102,0.011
