성별,졸업시기,급여,안정성,직무내용,근로시간,발전가능성,승진제도,직장만족도,전공적합도,이직
1,0,230,5,3,4,3,3,2,3,0
0,0,458,4,3,5,4,3,4,3,1
0,1,200,4,4,4,3,3,4,3,0
1,1,180,2,3,3,4,3,3,5,0
0,0,400,4,5,5,5,3,4,3,0
0,0,250,4,4,4,4,3,4,4,0
0,1,250,5,4,4,3,5,4,1,1
0,0,170,2,3,2,1,3,2,1,0
0,1,182,4,2,2,3,2,2,3,0
1,0,230,5,4,4,2,2,3,3,1
0,0,240,5,5,4,4,4,4,1,0
0,1,270,4,2,3,2,2,3,4,0
1,1,200,4,4,1,4,2,2,5,0
0,1,300,4,5,5,5,4,4,4,0
0,0,270,4,5,4,5,4,4,4,0
1,0,180,5,5,5,5,5,4,4,0
1,0,190,5,4,2,3,3,3,5,1
1,0,200,4,4,3,4,4,4,1,0
0,0,190,4,4,4,4,3,4,4,0
1,0,170,3,4,4,4,3,4,5,0
1,0,210,1,5,5,5,3,4,5,1
1,1,266,5,4,4,4,4,3,1,1
1,1,300,4,4,2,2,3,2,3,0
1,0,195,3,4,5,4,2,3,3,1
1,0,190,5,5,3,4,2,4,3,0
1,1,180,4,4,4,4,4,3,4,0
0,0,200,3,3,3,4,3,3,3,1
1,0,240,4,3,4,4,4,4,5,0
0,1,180,4,4,4,4,3,4,4,0
1,0,230,4,4,4,4,4,5,5,0
1,0,195,3,4,4,4,3,3,3,0
1,0,174,4,4,4,3,3,3,4,0
1,0,186,4,4,4,3,4,4,5,0
1,0,175,4,4,2,2,3,2,3,1
0,0,200,5,5,5,5,5,5,3,0
1,0,170,4,4,4,4,4,4,2,0
1,0,210,2,4,3,4,3,3,1,0
1,0,333,3,3,5,4,3,4,4,0
1,0,172,4,3,3,3,3,3,4,0
1,0,230,3,4,4,4,4,4,4,0
0,0,190,5,4,4,5,4,5,3,0
0,0,320,4,5,3,5,5,4,3,0
0,0,185,3,4,3,4,3,4,2,0
0,0,300,4,5,5,5,5,5,3,0
0,0,230,5,4,4,4,3,4,1,0
0,0,310,5,2,4,2,2,4,4,1
0,1,370,3,3,3,3,3,3,4,1
0,1,400,3,4,3,3,3,3,4,0
1,0,250,4,4,4,3,3,3,3,0
0,0,200,5,5,5,5,5,5,1,0
1,0,250,2,3,3,3,2,3,3,1
1,1,220,4,4,4,4,2,4,3,0
1,0,230,4,3,4,4,4,3,3,0
0,0,250,5,3,3,2,4,5,1,0
1,0,190,2,3,5,2,3,3,2,1
0,0,300,3,4,3,4,2,4,5,1
1,1,310,4,3,5,2,3,3,4,0
1,0,180,4,4,4,4,3,4,4,1
1,1,210,3,3,2,3,3,3,2,1
1,1,160,1,5,4,5,1,3,5,1
0,0,360,4,5,5,5,3,5,4,0
0,0,190,3,3,3,2,2,3,1,0
1,1,200,5,5,5,5,4,5,3,0
1,0,220,3,3,3,3,3,3,5,0
1,0,250,4,4,5,4,4,3,4,0
1,0,340,5,5,3,5,5,5,5,0
0,1,160,4,4,5,3,3,4,1,0
0,0,300,4,4,4,3,4,3,2,0
0,0,250,4,3,5,4,3,4,2,0
0,0,400,4,4,4,4,3,3,2,0
0,1,300,3,3,3,5,3,4,1,0
0,0,200,5,4,3,3,4,3,3,0
0,0,190,3,4,4,4,3,3,1,0
0,1,300,5,4,5,5,5,5,3,0
0,0,220,4,4,4,5,4,4,2,0
0,1,250,2,4,5,5,5,4,5,0
1,0,383,5,4,1,4,2,4,3,0
1,0,160,2,4,2,5,2,4,5,0
0,1,390,4,3,4,3,3,4,1,0
1,0,230,4,4,5,3,2,4,4,0
0,0,190,1,4,4,3,2,3,3,1
0,0,270,5,5,5,5,5,5,5,0
1,0,190,4,5,4,4,5,4,5,0
0,0,190,3,4,3,4,3,3,1,0
1,0,250,4,4,4,4,4,4,2,0
0,0,200,4,3,4,4,4,4,4,0
0,0,250,5,5,5,5,4,2,4,0
1,0,300,4,4,4,3,4,4,5,0
1,0,320,5,3,1,4,3,3,5,0
0,0,400,5,4,3,4,4,4,4,0
0,0,250,4,4,4,4,3,4,4,0
0,0,433,4,3,2,4,3,4,4,0
1,0,190,3,4,4,3,3,3,4,0
0,0,380,4,4,4,4,4,3,4,0
1,0,190,5,4,5,5,4,4,5,1
1,0,180,4,4,4,3,3,3,5,0
1,0,180,4,3,4,4,4,3,3,0
0,0,330,4,4,2,4,4,4,4,0
0,0,160,5,5,5,4,4,4,4,0
0,0,250,4,5,4,3,4,4,4,0
0,0,270,3,1,3,1,3,4,4,0
0,0,230,4,4,2,5,3,4,5,0
1,0,330,4,4,3,4,4,4,5,0
0,0,240,4,4,4,3,4,5,5,0
1,0,200,5,3,5,3,3,3,4,0
1,0,280,4,3,3,3,3,4,3,1
1,0,350,4,3,3,4,4,3,3,0
1,0,300,4,3,4,3,3,3,5,1
1,0,210,4,3,3,4,2,3,5,1
0,0,300,4,4,3,5,2,4,4,0
1,0,250,4,5,2,3,3,4,5,0
1,0,220,4,4,2,4,4,4,4,0
1,0,210,4,3,3,4,3,3,5,0
0,0,350,3,2,2,3,3,3,4,0
1,0,290,4,4,4,2,3,4,3,0
1,0,180,5,3,4,4,3,3,5,0
1,0,300,3,2,3,3,3,3,5,0
1,0,280,4,4,2,4,4,3,5,0
1,0,400,5,4,3,4,3,4,4,0
1,0,250,4,4,4,4,4,4,5,0
1,0,300,4,4,3,4,3,3,3,0
1,0,250,3,3,3,3,1,2,4,0
1,0,400,4,4,3,3,3,4,5,1
0,0,180,4,4,4,4,3,4,5,0
1,0,350,1,4,3,4,1,4,4,1
1,0,233,3,3,4,3,3,3,4,1
1,0,240,4,4,2,4,3,4,4,0
1,0,250,4,4,4,4,3,4,3,1
1,1,417,4,3,4,3,2,2,5,1
1,0,200,4,4,5,4,3,3,3,0
1,0,200,4,4,4,4,3,4,4,0
0,0,280,4,3,5,4,4,4,4,0
0,0,185,4,4,3,3,4,4,4,0
0,0,300,2,4,4,4,4,4,4,1
1,0,162,5,4,2,2,2,2,5,1
1,0,190,2,2,4,2,2,2,1,0
1,0,160,3,3,3,3,3,4,4,0
1,1,182,2,4,3,3,3,2,4,0
1,0,176,2,3,2,3,3,2,4,1
1,0,200,4,4,3,3,4,3,5,0
0,0,180,4,2,3,2,3,3,4,1
1,0,170,3,4,4,2,3,2,5,0
1,0,180,4,3,3,4,4,4,4,0
0,0,400,4,4,4,4,4,5,4,0
1,0,200,5,4,4,3,4,4,4,0
1,1,210,4,4,5,3,3,4,3,1
0,0,190,3,4,4,4,3,4,3,0
0,0,266,3,2,4,2,4,2,2,1
1,0,230,4,4,4,4,3,3,4,0
0,0,180,5,4,5,4,4,5,4,0
0,0,270,5,5,5,5,5,5,5,0
1,0,250,5,5,5,5,5,5,5,0
1,0,290,5,4,5,5,4,4,3,0
1,0,214,3,3,3,3,3,3,3,0
1,1,200,5,4,5,4,3,4,1,0
0,0,350,3,3,5,3,3,3,3,0
1,0,160,4,4,4,3,3,4,3,0
1,1,230,3,3,4,2,3,3,4,1
0,1,220,5,5,4,3,3,4,4,0
1,0,180,2,1,1,1,1,1,3,1
0,1,180,3,3,3,3,3,3,4,0
1,1,230,4,4,3,4,3,3,4,0
0,0,210,5,4,4,4,4,4,3,0
1,0,300,4,4,4,5,4,4,4,0
1,0,180,4,3,4,2,3,4,3,0
1,0,225,4,4,3,3,3,3,5,1
1,0,180,4,4,4,4,3,4,4,1
1,1,267,3,4,4,4,2,4,4,0
1,0,250,4,2,5,2,3,3,3,0
1,0,160,3,4,4,4,3,4,4,0
1,0,153,4,4,5,2,2,3,4,0
0,0,180,3,3,3,3,2,2,4,1
1,0,210,3,3,4,4,4,3,4,1
1,0,200,1,3,2,4,3,3,4,0
1,0,210,3,2,4,1,2,2,3,1
1,0,280,4,4,4,4,4,4,4,0
0,0,210,4,4,4,4,4,4,4,0
1,0,200,4,3,4,5,3,3,3,0
0,0,200,4,4,4,4,4,4,5,0
1,0,220,2,2,2,1,2,2,4,0
1,0,180,4,3,3,3,3,3,3,1
0,0,200,1,2,1,2,3,1,3,1
1,0,180,4,4,5,4,4,4,4,0
1,0,200,4,4,1,4,2,3,4,0
0,0,180,3,4,3,4,3,4,5,0
1,0,185,4,4,3,4,3,4,4,0
1,0,177,4,5,5,5,4,4,5,0
0,1,170,3,2,4,2,2,3,2,1
0,0,230,4,4,4,3,4,3,1,0
1,1,200,4,5,4,5,3,5,5,0
0,0,210,4,5,4,4,4,4,4,0
1,0,171,3,5,3,4,3,4,4,0
0,0,200,3,3,3,3,3,3,3,0
1,0,200,3,4,4,5,3,4,5,0
1,0,167,3,4,4,4,3,3,4,0
1,0,180,3,4,4,4,2,4,4,1
1,0,200,3,4,1,3,3,4,2,0
0,1,250,5,4,4,3,5,4,1,0
0,1,190,2,3,4,3,3,3,3,1
1,0,200,4,4,5,4,3,3,4,1
1,0,170,4,5,4,4,4,4,5,0
1,0,210,2,4,1,4,2,2,4,1
1,0,180,3,3,3,2,1,2,4,1
1,0,210,2,4,3,2,3,3,5,0
1,0,160,1,4,3,3,2,4,3,0
1,0,216,2,2,5,2,3,3,1,0
1,0,180,3,4,3,3,3,3,3,0
0,0,160,3,4,4,4,4,4,5,0
1,0,229,4,4,4,5,4,4,4,0
0,0,200,3,2,3,1,3,3,1,0
0,0,190,3,4,4,5,4,4,5,0
1,0,200,3,3,3,5,4,4,4,0
0,0,185,4,4,4,3,4,4,3,1
1,0,185,3,4,3,3,2,3,5,0
1,1,225,3,4,3,3,3,3,4,0
0,0,200,3,4,2,5,4,4,4,0
1,0,300,2,4,3,3,2,3,3,0
1,0,210,4,4,4,4,3,4,5,0
1,0,170,3,4,4,4,2,3,3,0
0,0,200,4,4,4,4,3,4,4,0
0,0,260,4,4,4,3,1,4,4,0
1,0,160,3,3,3,3,3,3,3,0
1,0,230,2,4,5,3,3,5,5,1
0,0,280,4,4,3,4,4,4,4,0
0,0,200,3,3,4,4,3,3,1,0
1,0,180,4,4,5,4,1,2,4,1
0,0,200,4,4,4,4,4,3,3,0
0,0,180,4,4,4,2,4,3,1,0
0,0,180,4,3,4,3,4,3,2,0
0,0,220,4,4,4,4,4,4,4,0
1,0,250,4,2,4,2,1,3,1,0
1,0,180,3,4,4,4,2,4,4,1
0,0,200,3,5,5,5,5,5,5,0
1,0,350,4,4,3,4,5,4,3,0
0,0,198,3,4,3,2,2,3,3,1
1,0,200,2,4,4,4,2,3,3,0
0,0,200,3,4,3,4,3,4,3,0
1,0,200,3,2,3,2,2,2,1,0
0,0,180,4,4,4,3,4,3,1,0
0,1,170,3,4,4,4,3,4,3,0
1,0,200,5,5,5,5,5,5,5,0
1,0,300,5,5,5,5,3,5,5,0
0,0,230,4,4,3,2,4,3,1,1
0,1,200,3,3,2,3,3,3,1,0
1,0,197,2,5,5,4,5,4,3,1
0,0,190,4,4,4,4,2,3,3,1
0,0,180,4,3,4,1,1,2,1,1
0,0,200,5,5,5,5,5,5,3,0
0,0,200,5,5,5,5,3,5,1,0
1,0,230,5,4,3,5,3,4,4,0
1,0,250,4,5,4,3,3,4,3,0
1,0,180,5,5,5,4,5,5,3,0
1,1,160,5,4,5,3,3,4,4,0
0,0,190,3,3,3,3,3,3,3,1
0,0,180,4,3,3,4,4,3,3,0
0,0,300,5,3,2,2,3,4,2,1
0,0,200,4,4,4,3,3,4,4,0
1,0,200,5,4,4,3,3,3,1,0
0,0,350,4,5,3,5,3,5,4,0
0,0,180,4,3,5,4,4,3,1,0
1,0,180,4,4,4,3,3,4,4,0
1,0,170,4,4,4,4,4,4,3,0
1,0,200,4,4,4,3,3,4,2,0
1,0,162,3,4,4,4,3,3,3,1
0,0,190,5,5,5,5,5,5,5,0
0,0,190,2,2,3,4,2,3,3,0
0,0,230,4,3,3,4,4,3,4,0
0,0,175,3,2,4,2,3,3,5,0
1,0,170,5,5,5,5,5,4,5,0
1,1,160,4,3,4,4,3,3,4,0
1,0,175,4,3,2,2,2,3,4,1
0,0,200,4,4,4,4,4,4,5,0
1,0,200,4,5,4,4,4,4,2,0
1,1,200,3,3,3,3,3,3,3,0
1,0,180,4,3,4,5,4,4,4,0
1,0,300,3,4,3,3,2,3,1,0
1,0,250,4,4,5,4,4,4,4,0
1,0,165,3,3,3,3,2,3,4,0
0,0,170,4,5,4,4,3,2,3,0
1,0,190,4,3,3,3,4,4,5,0
1,0,190,2,3,3,2,2,3,3,1
1,0,230,4,4,4,3,4,4,4,0
0,0,250,4,4,4,3,3,4,4,0
0,0,250,4,4,4,4,4,4,4,0
1,0,200,4,4,5,3,4,4,4,0
1,0,330,5,4,3,4,4,4,4,0
0,0,174,5,5,5,3,3,4,5,1
1,0,180,5,3,5,3,2,2,5,1
1,0,170,1,3,3,3,2,3,1,0
0,0,170,3,4,3,4,2,4,2,1
1,0,180,5,4,5,5,4,5,4,0
0,0,200,2,2,3,2,2,2,2,1
1,0,183,4,3,4,4,3,3,5,0
1,0,170,4,4,4,4,3,1,4,0
0,0,180,5,4,4,3,4,4,1,0
1,0,180,3,4,4,4,4,4,1,0
1,0,164,3,4,4,5,1,4,4,0
1,0,190,3,2,4,2,3,3,3,1
1,0,230,3,3,4,2,2,3,3,0
1,0,200,4,4,3,4,3,4,4,0
1,1,180,3,3,2,3,3,3,4,0
0,0,230,4,4,4,3,4,4,3,0
1,0,210,4,3,4,3,2,3,5,0
1,0,180,3,4,5,4,3,2,1,1
0,0,200,4,4,5,4,3,4,4,0
0,0,300,4,3,5,5,4,4,4,0
0,0,240,3,5,5,5,3,4,1,0
0,0,400,4,5,5,3,3,4,5,0
1,0,230,3,4,2,5,2,3,5,1
1,0,200,4,4,4,4,3,4,5,0
1,0,210,3,3,3,3,3,3,1,0
1,0,240,4,3,4,4,2,4,4,0
1,0,280,3,4,4,4,4,4,5,0
1,0,175,5,3,5,3,4,4,5,0
1,0,200,5,3,4,5,3,4,5,1
1,0,200,5,5,5,5,5,5,4,0
0,0,210,3,4,3,4,3,3,4,0
1,0,250,4,4,3,3,5,4,4,0
0,0,210,5,5,5,5,5,5,5,0
0,0,233,3,3,3,4,3,3,3,0
1,0,210,5,5,5,5,5,5,4,0
1,0,190,4,4,5,4,3,4,5,0
1,0,170,4,3,3,4,3,3,4,1
0,0,180,4,5,5,5,3,4,3,0
0,0,175,5,5,4,4,4,5,1,0
1,0,220,4,4,4,3,4,5,4,1
0,0,240,5,3,3,3,4,4,5,0
0,0,200,4,2,1,4,1,2,5,0
0,0,230,5,4,4,4,4,4,1,0
0,0,220,3,4,4,4,3,3,3,0
1,0,250,2,3,4,4,4,4,4,0
0,0,250,5,5,5,5,5,5,3,0
0,1,200,3,3,4,2,2,3,1,1
1,0,250,4,4,4,3,3,3,4,0
1,0,170,4,4,4,3,3,4,1,0
0,0,180,5,5,3,4,4,4,4,0
0,0,300,4,4,4,4,4,4,4,0
0,0,230,3,3,5,5,3,3,4,0
0,0,250,4,4,4,4,3,3,4,0
0,0,360,4,3,3,3,4,4,3,0
1,0,210,5,5,2,4,3,2,5,0
0,0,210,3,4,3,4,3,4,3,0
0,0,350,4,4,4,4,4,4,4,0
0,0,180,4,2,2,3,3,3,2,0
0,0,450,5,5,5,5,5,5,5,0
0,0,170,4,3,3,3,3,3,2,0
0,0,350,3,3,2,2,3,3,2,0
0,0,210,4,4,4,4,4,4,4,0
0,0,230,4,5,5,5,3,5,5,0
0,0,220,4,4,5,3,3,4,1,1
0,0,450,4,4,3,3,3,4,4,0
0,0,170,5,4,5,5,4,5,4,0
0,0,200,4,4,4,4,4,3,2,0
0,0,250,4,4,4,3,4,3,4,0
0,0,200,3,3,3,3,3,3,1,0
0,0,230,5,5,5,5,5,5,4,0
0,0,333,3,4,4,4,4,4,3,0
0,0,250,4,5,5,4,4,4,4,0
0,0,210,2,4,3,4,3,4,2,1
0,0,170,3,4,5,4,3,3,3,0
0,0,200,4,4,3,2,2,3,2,0
0,0,300,3,4,5,4,4,4,3,0
0,0,200,4,4,5,5,3,5,4,0
0,0,180,2,3,5,3,3,4,1,1
0,0,250,5,3,5,5,2,4,5,0
0,0,300,4,4,4,4,3,4,1,0
0,0,333,4,3,4,4,4,3,2,0
0,0,220,4,4,4,4,3,5,3,0
0,0,200,5,5,4,4,3,4,3,0
0,0,450,3,3,1,3,4,3,3,0
0,0,250,5,4,5,4,5,4,2,0
0,0,170,4,3,4,2,3,3,2,0
0,0,240,4,4,4,5,4,4,4,0
1,0,210,3,4,4,3,4,4,4,0
0,0,250,3,3,4,3,3,3,1,0
0,0,200,4,4,4,3,4,4,3,0
0,0,190,5,4,2,4,3,3,4,0
0,0,270,4,3,4,2,3,4,3,1
0,0,200,4,4,4,5,4,4,3,0
1,0,180,5,4,3,5,5,4,5,0
0,1,200,4,4,5,5,4,4,5,0
0,0,200,3,3,3,3,3,3,4,0
0,0,200,4,4,4,4,4,4,4,0
0,0,200,4,4,4,4,3,4,5,1
0,0,250,2,4,3,4,3,4,1,0
0,0,205,4,3,5,2,3,2,4,0
0,0,200,4,5,4,4,3,4,4,1
0,0,220,4,3,4,5,4,4,4,0
1,0,180,3,3,4,4,3,3,4,0
0,0,160,4,3,4,4,3,3,3,0
0,0,190,5,4,4,4,4,4,3,0
0,1,183,1,3,4,3,1,3,1,0
0,0,200,4,3,4,4,4,4,4,1
0,0,180,5,3,4,3,3,3,2,0
0,0,180,5,2,5,1,1,3,4,1
0,0,180,4,3,4,4,3,3,3,0
0,0,200,4,4,4,4,4,4,1,0
0,0,179,3,4,4,4,4,4,3,0
1,0,180,4,4,5,2,3,4,5,0
0,0,400,4,2,2,2,4,4,3,0
0,0,240,3,4,4,3,5,4,4,0
0,0,256,3,3,3,4,4,3,3,0
0,0,300,2,2,3,3,2,3,1,1
0,0,180,4,4,4,4,4,4,5,0
0,0,205,5,3,3,3,4,3,3,0
1,0,160,4,5,4,3,4,5,4,0
0,0,350,4,4,4,4,3,4,5,0
0,0,180,1,3,4,1,3,1,2,0
1,0,220,4,3,4,4,4,4,4,0
0,0,333,4,4,4,4,4,4,4,0
0,0,210,4,4,3,3,3,4,3,0
0,0,300,5,4,4,4,4,3,1,0
0,0,197,4,3,4,4,3,4,2,1
1,0,300,3,5,2,4,5,2,3,1
0,0,160,4,3,4,4,3,3,5,1
1,0,183,4,4,4,4,5,4,4,0
0,0,200,5,5,5,4,4,4,3,0
1,0,170,5,4,4,5,2,4,2,0
1,0,170,3,3,2,2,3,3,3,1
1,0,230,4,4,3,3,4,4,4,0
1,0,195,4,4,5,4,3,4,4,0
1,0,210,4,4,4,3,3,4,4,0
0,0,200,4,4,4,4,4,4,1,0
1,0,190,4,4,4,4,4,4,5,0
0,0,220,3,4,4,4,4,4,5,0
1,0,300,4,3,3,3,4,4,4,0
1,0,180,3,2,2,3,3,2,4,1
1,0,350,4,3,2,4,4,2,3,0
1,0,190,5,5,2,3,4,3,5,0
1,0,283,3,3,2,3,2,3,4,0
1,0,260,2,3,1,4,2,2,4,1
1,0,210,4,3,2,3,3,3,4,0
0,0,290,5,4,4,5,4,4,3,0
1,0,250,4,4,4,4,4,4,4,1
1,0,170,4,3,3,4,4,3,5,0
1,0,300,4,2,4,5,3,3,5,0
1,0,190,4,4,2,2,2,3,4,0
1,0,210,4,4,4,2,2,2,3,0
0,0,300,4,4,4,4,4,4,4,0
1,0,320,3,4,4,5,3,4,4,0
0,0,180,5,5,5,5,5,5,5,1
1,0,190,4,4,3,4,4,4,4,0
1,0,170,1,3,4,4,3,3,3,1
0,0,233,4,5,4,4,4,4,4,0
1,0,184,4,3,4,3,3,3,5,0
0,0,330,4,5,3,3,3,4,5,0
1,0,160,4,4,4,3,3,2,5,0
1,0,185,4,4,2,3,2,3,3,0
1,0,208,2,2,2,2,2,3,4,1
1,0,178,3,4,3,3,3,3,3,0
1,0,200,3,4,4,4,4,4,4,0
1,0,200,4,4,4,4,4,4,5,0
0,0,200,5,5,3,5,3,5,5,0
1,0,153,4,3,3,4,3,4,4,0
1,0,200,4,5,4,4,4,3,3,0
1,0,210,3,3,3,4,3,3,4,0
1,0,160,3,3,3,3,3,3,3,0
1,0,220,4,4,3,3,3,4,4,0
0,0,250,4,4,4,3,4,4,4,0
1,0,160,3,4,4,4,4,3,4,0
0,0,260,3,3,4,3,4,5,4,0
0,0,230,4,3,4,3,3,4,4,1
0,1,210,5,5,5,5,2,5,1,0
0,0,270,4,4,4,4,4,4,4,0
0,0,180,4,3,4,4,3,4,3,1
0,0,200,3,3,3,3,3,4,4,0
0,0,190,5,5,5,5,5,5,5,0
0,0,270,5,4,5,4,4,4,4,0
1,0,160,1,3,5,2,2,2,3,0
0,0,160,5,5,5,5,4,5,5,0
0,0,168,3,3,3,5,3,3,4,0
1,0,180,5,4,4,3,3,4,3,0
0,0,180,4,4,4,4,3,4,5,0
1,0,200,4,4,5,4,4,3,3,0
0,0,159,3,3,3,3,3,3,3,0
0,0,165,3,3,3,5,5,3,3,1
1,1,190,3,3,1,1,3,2,1,1
1,0,190,2,1,2,2,2,2,3,0
0,0,190,4,4,3,4,4,3,4,0
1,0,170,3,4,2,4,3,3,4,0
1,0,200,5,5,5,3,2,4,3,0
1,0,210,5,4,3,5,4,4,4,1
0,0,280,4,4,4,4,4,4,4,0
0,0,250,4,4,4,4,4,4,4,0
0,0,160,3,3,3,3,3,3,3,0
1,0,170,5,4,5,4,2,4,5,0
1,0,190,4,4,4,5,4,5,4,0
1,0,200,3,3,4,2,2,3,3,1
0,0,191,3,3,4,3,3,3,4,0
0,1,200,4,4,3,4,3,3,3,0
0,0,170,4,4,4,5,4,5,4,0
0,0,190,2,3,4,2,3,3,3,0
0,0,220,1,3,3,1,1,2,2,0
1,0,300,4,4,4,3,4,4,3,0
1,0,316,5,3,5,3,4,4,4,0
1,0,250,4,4,4,4,4,4,5,1
1,0,220,4,4,4,3,4,3,3,0
0,0,200,5,5,5,5,5,5,5,0
1,0,270,4,4,4,4,4,4,4,0
1,0,200,4,4,5,4,4,4,4,0
1,0,210,5,4,4,4,3,4,4,0
1,0,220,3,4,4,4,4,4,5,0
1,0,250,5,5,4,5,4,5,4,0
1,0,220,4,4,4,4,4,4,4,0
0,0,280,5,4,5,3,3,4,5,0
1,0,208,5,2,5,5,5,3,5,0
0,0,270,4,3,4,3,3,2,4,0
1,0,220,4,4,4,4,4,4,4,0
0,0,270,4,4,4,4,3,4,4,0
0,0,250,4,4,4,4,3,4,2,0
1,0,180,4,4,4,4,3,4,4,0
1,0,170,4,3,2,2,3,3,3,1
1,0,180,1,3,1,4,1,2,2,1
1,0,207,2,3,3,3,2,3,4,1
0,0,280,3,4,3,3,3,4,3,0
0,0,310,5,5,5,5,5,5,2,0
0,0,180,4,4,4,4,4,4,2,0
0,1,200,3,3,4,4,3,4,3,0
0,1,160,4,5,2,3,5,3,4,1
1,0,180,3,4,3,4,3,4,1,1
0,1,180,4,4,3,4,3,3,1,0
0,0,180,4,4,4,4,4,4,4,0
0,0,230,4,3,4,4,3,4,4,1
1,0,170,4,4,4,4,4,4,2,0
0,0,262,4,4,3,4,3,4,1,0
0,1,170,3,3,3,3,3,3,3,0
0,0,200,3,3,4,3,2,3,2,1
0,0,260,3,3,3,3,3,3,2,0
1,0,170,3,4,3,4,3,3,4,0
1,0,280,4,5,5,5,5,5,2,0
0,0,180,4,4,4,4,3,4,3,0
1,0,242,3,3,3,3,3,3,4,0
0,0,350,2,3,2,2,2,4,3,0
0,0,320,3,2,4,2,3,2,2,1
1,0,180,3,4,4,4,2,4,1,1
0,0,250,5,4,5,4,4,5,1,1
0,1,208,3,3,3,3,3,3,1,0
0,0,200,4,4,4,4,4,4,3,0
1,0,160,2,4,5,2,1,2,5,1
1,0,270,4,3,3,2,3,3,1,1
1,0,260,3,4,4,3,3,3,1,0
0,1,260,3,4,4,4,3,3,1,0
1,0,290,4,2,5,2,3,4,1,1
0,0,330,4,4,4,4,4,4,4,0
0,0,180,5,4,3,4,4,4,2,0
1,1,190,4,4,4,4,4,4,3,0
1,0,270,5,2,4,1,3,4,3,0
1,0,200,3,3,2,4,3,3,3,0
0,0,190,5,4,4,4,3,4,3,1
0,0,230,4,4,4,4,4,4,3,0
1,0,230,2,3,4,4,3,3,3,0
1,1,216,5,4,3,3,3,4,2,1
0,0,180,4,4,3,3,3,4,4,0
1,1,200,3,4,4,2,2,3,1,1
1,0,300,1,1,1,1,1,5,3,0
0,0,220,4,3,4,3,4,4,3,0
1,1,220,4,4,4,4,4,4,4,0
0,1,160,3,3,3,3,3,3,3,0
1,1,200,3,3,2,3,3,3,3,1
0,0,190,5,4,4,4,4,4,2,1
1,1,170,4,3,3,3,3,3,2,1
1,0,190,4,4,3,5,4,4,4,0
1,0,250,4,4,5,4,4,4,4,0
1,0,240,3,4,2,4,3,3,4,1
1,0,270,5,5,5,5,5,5,3,0
1,1,250,4,4,4,4,3,4,3,0
1,0,190,4,1,1,1,4,1,1,1
0,0,370,5,4,5,3,4,4,1,0
1,0,200,4,5,4,4,5,4,4,0
1,0,185,5,3,4,2,3,2,1,1
0,0,310,4,3,5,4,3,4,1,1
1,0,160,3,3,3,4,2,4,1,1
1,1,180,5,3,5,3,3,3,1,0
0,0,220,4,5,4,5,4,4,3,0
1,0,180,3,3,3,2,3,3,4,0
1,0,220,3,5,4,4,3,5,1,0
0,1,250,4,4,4,4,4,4,4,1
1,0,200,4,3,2,2,2,3,3,0
1,0,250,5,5,5,5,5,5,3,0
1,0,200,4,2,4,2,2,2,1,0
1,1,330,2,3,4,2,3,3,4,0
1,0,170,5,3,3,2,2,4,4,0
1,0,200,4,4,3,3,3,4,4,0
1,1,200,4,3,5,3,3,4,1,0
1,0,175,2,2,2,2,2,2,3,0
1,0,180,3,5,3,4,3,4,5,1
1,1,170,4,4,5,4,3,3,3,1
0,0,170,3,3,3,3,3,3,3,0
1,0,185,2,4,5,4,3,4,4,0
1,1,380,4,4,4,5,4,4,3,0
1,0,180,2,4,5,4,3,4,3,0
1,0,233,3,5,2,5,2,4,5,1
0,1,285,5,4,3,5,4,3,3,0
0,0,260,4,5,4,4,3,4,1,0
0,0,210,2,5,4,4,3,4,3,1
1,0,190,5,4,5,4,4,4,3,0
0,0,200,4,4,4,4,4,4,4,0
1,1,210,4,4,4,4,3,4,2,0
0,1,200,4,4,4,4,4,4,2,0
0,0,175,4,4,4,5,4,4,2,0
1,0,174,1,2,1,4,2,2,5,0
0,1,210,5,5,5,5,5,3,2,0
1,0,250,5,5,5,5,4,4,2,0
1,0,195,5,4,5,5,4,5,5,0
1,0,175,4,4,4,2,4,4,2,0
1,0,270,5,4,4,3,4,4,3,0
0,0,240,4,3,3,3,3,3,3,0
0,0,280,2,3,4,3,3,3,1,0
0,0,200,3,3,3,4,5,4,3,0
0,0,250,4,3,2,3,4,2,1,0
0,0,367,5,3,5,4,4,4,2,0
1,0,250,3,4,4,4,4,3,3,0
0,1,180,4,4,4,4,3,3,3,0
1,1,230,4,4,4,4,4,4,2,0
0,0,160,4,3,2,3,3,3,2,0
1,1,193,4,3,3,3,3,3,2,1
1,0,233,3,3,3,3,3,3,3,0
0,1,260,4,4,4,3,3,3,3,0
1,0,175,2,3,3,1,2,2,1,0
0,1,160,3,3,3,3,3,1,1,0
1,0,260,4,4,3,5,4,4,1,0
1,1,180,1,4,3,4,2,4,2,0
1,0,180,3,3,2,3,3,3,3,0
0,1,190,5,5,5,4,5,3,3,0
1,0,165,2,3,4,5,1,4,4,1
0,1,180,2,5,3,5,3,4,1,0
0,0,240,4,5,4,5,4,5,4,0
0,0,200,3,3,5,4,3,3,2,0
0,0,180,3,3,3,3,3,3,4,0
0,1,200,4,4,1,4,4,3,2,0
0,0,280,5,5,4,5,5,5,5,0
0,1,330,4,4,4,3,4,4,1,0
0,0,360,4,3,3,3,3,3,2,0
0,0,158,3,5,5,5,1,4,2,0
